,ID,Q,Rating,Ctype,CtypeT,CtypeC,Anim,Cpair
1236,35,12,6,PhsL,TransL,Csl,base,caus
1237,35,13,5,PhsL,TransL,Csl,ivs,base
1238,35,14,5,PhsL,TransL,Csl,ivs,base
1239,35,15,6,PhsL,TransL,Csl,base,base
1240,35,16,7,PhsL,TransL,Csl,base,base
1241,35,17,6,Aff,TransL,Csl,ivs,caus
1242,35,18,6,Aff,TransL,Csl,ivs,caus
1243,35,19,7,Aff,TransL,Csl,ivs,base
1244,35,20,4,Aff,TransL,Csl,ivs,base
1245,35,21,7,Loc,TransL,NCsl,ivs,caus
1246,35,22,6,Loc,TransL,NCsl,ivs,caus
1247,35,23,6,Loc,TransL,NCsl,base,caus
1248,35,24,6,Loc,TransL,NCsl,base,caus
1249,35,25,4,Loc,TransL,NCsl,ivs,base
1250,35,26,7,Loc,TransL,NCsl,ivs,base
1251,35,27,6,Loc,TransL,NCsl,base,base
1252,35,28,6,Loc,TransL,NCsl,base,base
1253,35,29,4,Poss,TransL,NCsl,ivs,caus
1254,35,30,6,Poss,TransL,NCsl,ivs,caus
1255,35,31,6,Poss,TransL,NCsl,base,caus
1256,35,32,6,Poss,TransL,NCsl,base,caus
1257,35,33,5,Poss,TransL,NCsl,ivs,base
1258,35,34,6,Poss,TransL,NCsl,ivs,base
1259,35,35,4,Poss,TransL,NCsl,base,base
1260,35,36,7,Poss,TransL,NCsl,base,base
1261,36,1,6,PhsH,TransH,Csl,ivs,caus
1262,36,2,5,PhsH,TransH,Csl,ivs,caus
1263,36,3,5,PhsH,TransH,Csl,base,caus
1264,36,4,5,PhsH,TransH,Csl,base,caus
1265,36,5,6,PhsH,TransH,Csl,ivs,base
1266,36,6,6,PhsH,TransH,Csl,ivs,base
1267,36,7,6,PhsH,TransH,Csl,base,base
1268,36,8,7,PhsH,TransH,Csl,base,base
1269,36,9,6,PhsL,TransL,Csl,ivs,caus
1270,36,10,7,PhsL,TransL,Csl,ivs,caus
1271,36,11,7,PhsL,TransL,Csl,base,caus
1272,36,12,6,PhsL,TransL,Csl,base,caus
1273,36,13,7,PhsL,TransL,Csl,ivs,base
1274,36,14,7,PhsL,TransL,Csl,ivs,base
1275,36,15,5,PhsL,TransL,Csl,base,base
1276,36,16,5,PhsL,TransL,Csl,base,base
1277,36,17,7,Aff,TransL,Csl,ivs,caus
1278,36,18,6,Aff,TransL,Csl,ivs,caus
1279,36,19,6,Aff,TransL,Csl,ivs,base
1280,36,20,6,Aff,TransL,Csl,ivs,base
1281,36,21,6,Loc,TransL,NCsl,ivs,caus
1282,36,22,6,Loc,TransL,NCsl,ivs,caus
1283,36,23,6,Loc,TransL,NCsl,base,caus
1284,36,24,7,Loc,TransL,NCsl,base,caus
1285,36,25,6,Loc,TransL,NCsl,ivs,base
1286,36,26,7,Loc,TransL,NCsl,ivs,base
1287,36,27,7,Loc,TransL,NCsl,base,base
1288,36,28,6,Loc,TransL,NCsl,base,base
1289,36,29,7,Poss,TransL,NCsl,ivs,caus
1290,36,30,7,Poss,TransL,NCsl,ivs,caus
1291,36,31,6,Poss,TransL,NCsl,base,caus
1292,36,32,7,Poss,TransL,NCsl,base,caus
1293,36,33,6,Poss,TransL,NCsl,ivs,base
1294,36,34,7,Poss,TransL,NCsl,ivs,base
1295,36,35,6,Poss,TransL,NCsl,base,base
1296,36,36,7,Poss,TransL,NCsl,base,base
1297,37,1,7,PhsH,TransH,Csl,ivs,caus
1298,37,2,4,PhsH,TransH,Csl,ivs,caus
1299,37,3,7,PhsH,TransH,Csl,base,caus
1300,37,4,6,PhsH,TransH,Csl,base,caus
1301,37,5,7,PhsH,TransH,Csl,ivs,base
1302,37,6,6,PhsH,TransH,Csl,ivs,base
1303,37,7,3,PhsH,TransH,Csl,base,base
1304,37,8,7,PhsH,TransH,Csl,base,base
1305,37,9,6,PhsL,TransL,Csl,ivs,caus
1306,37,10,2,PhsL,TransL,Csl,ivs,caus
1307,37,11,6,PhsL,TransL,Csl,base,caus
1308,37,12,3,PhsL,TransL,Csl,base,caus
1309,37,13,7,PhsL,TransL,Csl,ivs,base
1310,37,14,2,PhsL,TransL,Csl,ivs,base
1311,37,15,7,PhsL,TransL,Csl,base,base
1312,37,16,7,PhsL,TransL,Csl,base,base
1313,37,17,4,Aff,TransL,Csl,ivs,caus
1314,37,18,7,Aff,TransL,Csl,ivs,caus
1315,37,19,5,Aff,TransL,Csl,ivs,base
1316,37,20,4,Aff,TransL,Csl,ivs,base
1317,37,21,7,Loc,TransL,NCsl,ivs,caus
1318,37,22,5,Loc,TransL,NCsl,ivs,caus
1319,37,23,7,Loc,TransL,NCsl,base,caus
1320,37,24,7,Loc,TransL,NCsl,base,caus
1321,37,25,7,Loc,TransL,NCsl,ivs,base
1322,37,26,7,Loc,TransL,NCsl,ivs,base
1323,37,27,7,Loc,TransL,NCsl,base,base
1324,37,28,4,Loc,TransL,NCsl,base,base
1325,37,29,4,Poss,TransL,NCsl,ivs,caus
1326,37,30,3,Poss,TransL,NCsl,ivs,caus
1327,37,31,7,Poss,TransL,NCsl,base,caus
1328,37,32,7,Poss,TransL,NCsl,base,caus
1329,37,33,5,Poss,TransL,NCsl,ivs,base
1330,37,34,7,Poss,TransL,NCsl,ivs,base
1331,37,35,7,Poss,TransL,NCsl,base,base
1332,37,36,7,Poss,TransL,NCsl,base,base
1333,38,1,7,PhsH,TransH,Csl,ivs,caus
1334,38,2,5,PhsH,TransH,Csl,ivs,caus
1335,38,3,7,PhsH,TransH,Csl,base,caus
1336,38,4,5,PhsH,TransH,Csl,base,caus
1337,38,5,6,PhsH,TransH,Csl,ivs,base
1338,38,6,7,PhsH,TransH,Csl,ivs,base
1339,38,7,4,PhsH,TransH,Csl,base,base
1340,38,8,7,PhsH,TransH,Csl,base,base
1341,38,9,5,PhsL,TransL,Csl,ivs,caus
1342,38,10,5,PhsL,TransL,Csl,ivs,caus
1343,38,11,7,PhsL,TransL,Csl,base,caus
1344,38,12,5,PhsL,TransL,Csl,base,caus
1345,38,13,5,PhsL,TransL,Csl,ivs,base
1346,38,14,7,PhsL,TransL,Csl,ivs,base
1347,38,15,6,PhsL,TransL,Csl,base,base
1348,38,16,7,PhsL,TransL,Csl,base,base
1349,38,17,6,Aff,TransL,Csl,ivs,caus
1350,38,18,5,Aff,TransL,Csl,ivs,caus
1351,38,19,6,Aff,TransL,Csl,ivs,base
1352,38,20,6,Aff,TransL,Csl,ivs,base
1353,38,21,7,Loc,TransL,NCsl,ivs,caus
1354,38,22,7,Loc,TransL,NCsl,ivs,caus
1355,38,23,6,Loc,TransL,NCsl,base,caus
1356,38,24,7,Loc,TransL,NCsl,base,caus
1357,38,25,7,Loc,TransL,NCsl,ivs,base
1358,38,26,7,Loc,TransL,NCsl,ivs,base
1359,38,27,7,Loc,TransL,NCsl,base,base
1360,38,28,6,Loc,TransL,NCsl,base,base
1361,38,29,7,Poss,TransL,NCsl,ivs,caus
1362,38,30,7,Poss,TransL,NCsl,ivs,caus
1363,38,31,7,Poss,TransL,NCsl,base,caus
1364,38,32,7,Poss,TransL,NCsl,base,caus
1365,38,33,7,Poss,TransL,NCsl,ivs,base
1366,38,34,7,Poss,TransL,NCsl,ivs,base
1367,38,35,7,Poss,TransL,NCsl,base,base
1368,38,36,7,Poss,TransL,NCsl,base,base
1369,39,1,7,PhsH,TransH,Csl,ivs,caus
1370,39,2,5,PhsH,TransH,Csl,ivs,caus
1371,39,3,7,PhsH,TransH,Csl,base,caus
1372,39,4,7,PhsH,TransH,Csl,base,caus
1373,39,5,7,PhsH,TransH,Csl,ivs,base
1374,39,6,7,PhsH,TransH,Csl,ivs,base
1375,39,7,7,PhsH,TransH,Csl,base,base
1376,39,8,7,PhsH,TransH,Csl,base,base
1377,39,9,7,PhsL,TransL,Csl,ivs,caus
1378,39,10,6,PhsL,TransL,Csl,ivs,caus
1379,39,11,7,PhsL,TransL,Csl,base,caus
1380,39,12,7,PhsL,TransL,Csl,base,caus
1381,39,13,7,PhsL,TransL,Csl,ivs,base
1382,39,14,7,PhsL,TransL,Csl,ivs,base
1383,39,15,7,PhsL,TransL,Csl,base,base
1384,39,16,7,PhsL,TransL,Csl,base,base
1385,39,17,7,Aff,TransL,Csl,ivs,caus
1386,39,18,7,Aff,TransL,Csl,ivs,caus
1387,39,19,7,Aff,TransL,Csl,ivs,base
1388,39,20,5,Aff,TransL,Csl,ivs,base
1389,39,21,7,Loc,TransL,NCsl,ivs,caus
1390,39,22,7,Loc,TransL,NCsl,ivs,caus
1391,39,23,7,Loc,TransL,NCsl,base,caus
1392,39,24,7,Loc,TransL,NCsl,base,caus
1393,39,25,7,Loc,TransL,NCsl,ivs,base
1394,39,26,7,Loc,TransL,NCsl,ivs,base
1395,39,27,7,Loc,TransL,NCsl,base,base
1396,39,28,7,Loc,TransL,NCsl,base,base
1397,39,29,6,Poss,TransL,NCsl,ivs,caus
1398,39,30,6,Poss,TransL,NCsl,ivs,caus
1399,39,31,7,Poss,TransL,NCsl,base,caus
1400,39,32,7,Poss,TransL,NCsl,base,caus
1401,39,33,7,Poss,TransL,NCsl,ivs,base
1402,39,34,7,Poss,TransL,NCsl,ivs,base
1403,39,35,7,Poss,TransL,NCsl,base,base
1404,39,36,7,Poss,TransL,NCsl,base,base
1405,40,1,6,PhsH,TransH,Csl,ivs,caus
1406,40,2,6,PhsH,TransH,Csl,ivs,caus
1407,40,3,6,PhsH,TransH,Csl,base,caus
1408,40,4,3,PhsH,TransH,Csl,base,caus
1409,40,5,4,PhsH,TransH,Csl,ivs,base
1410,40,6,4,PhsH,TransH,Csl,ivs,base
1411,40,7,3,PhsH,TransH,Csl,base,base
1412,40,8,6,PhsH,TransH,Csl,base,base
1413,40,9,6,PhsL,TransL,Csl,ivs,caus
1414,40,10,3,PhsL,TransL,Csl,ivs,caus
1415,40,11,2,PhsL,TransL,Csl,base,caus
1416,40,12,6,PhsL,TransL,Csl,base,caus
1417,40,13,6,PhsL,TransL,Csl,ivs,base
1418,40,14,6,PhsL,TransL,Csl,ivs,base
1419,40,15,6,PhsL,TransL,Csl,base,base
1420,40,16,6,PhsL,TransL,Csl,base,base
1421,40,17,5,Aff,TransL,Csl,ivs,caus
1422,40,18,6,Aff,TransL,Csl,ivs,caus
1423,40,19,3,Aff,TransL,Csl,ivs,base
1424,40,20,1,Aff,TransL,Csl,ivs,base
1425,40,21,7,Loc,TransL,NCsl,ivs,caus
1426,40,22,3,Loc,TransL,NCsl,ivs,caus
1427,40,23,3,Loc,TransL,NCsl,base,caus
1428,40,24,7,Loc,TransL,NCsl,base,caus
1429,40,25,4,Loc,TransL,NCsl,ivs,base
1430,40,26,3,Loc,TransL,NCsl,ivs,base
1431,40,27,6,Loc,TransL,NCsl,base,base
1432,40,28,6,Loc,TransL,NCsl,base,base
1433,40,29,3,Poss,TransL,NCsl,ivs,caus
1434,40,30,4,Poss,TransL,NCsl,ivs,caus
1435,40,31,5,Poss,TransL,NCsl,base,caus
1436,40,32,4,Poss,TransL,NCsl,base,caus
1437,40,33,5,Poss,TransL,NCsl,ivs,base
1438,40,34,6,Poss,TransL,NCsl,ivs,base
1439,40,35,4,Poss,TransL,NCsl,base,base
1440,40,36,5,Poss,TransL,NCsl,base,base
1441,41,1,6,PhsH,TransH,Csl,ivs,caus
1442,41,2,6,PhsH,TransH,Csl,ivs,caus
1443,41,3,7,PhsH,TransH,Csl,base,caus
1444,41,4,6,PhsH,TransH,Csl,base,caus
1445,41,5,7,PhsH,TransH,Csl,ivs,base
1446,41,6,7,PhsH,TransH,Csl,ivs,base
1447,41,7,7,PhsH,TransH,Csl,base,base
1448,41,8,7,PhsH,TransH,Csl,base,base
1449,41,9,6,PhsL,TransL,Csl,ivs,caus
1450,41,10,5,PhsL,TransL,Csl,ivs,caus
1451,41,11,7,PhsL,TransL,Csl,base,caus
1452,41,12,7,PhsL,TransL,Csl,base,caus
1453,41,13,7,PhsL,TransL,Csl,ivs,base
1454,41,14,7,PhsL,TransL,Csl,ivs,base
1455,41,15,7,PhsL,TransL,Csl,base,base
1456,41,16,5,PhsL,TransL,Csl,base,base
1457,41,17,7,Aff,TransL,Csl,ivs,caus
1458,41,18,6,Aff,TransL,Csl,ivs,caus
1459,41,19,7,Aff,TransL,Csl,ivs,base
1460,41,20,6,Aff,TransL,Csl,ivs,base
1461,41,21,6,Loc,TransL,NCsl,ivs,caus
1462,41,22,6,Loc,TransL,NCsl,ivs,caus
1463,41,23,7,Loc,TransL,NCsl,base,caus
1464,41,24,7,Loc,TransL,NCsl,base,caus
1465,41,25,7,Loc,TransL,NCsl,ivs,base
1466,41,26,7,Loc,TransL,NCsl,ivs,base
1467,41,27,7,Loc,TransL,NCsl,base,base
1468,41,28,7,Loc,TransL,NCsl,base,base
1469,41,29,6,Poss,TransL,NCsl,ivs,caus
1470,41,30,5,Poss,TransL,NCsl,ivs,caus
1471,41,31,7,Poss,TransL,NCsl,base,caus
1472,41,32,6,Poss,TransL,NCsl,base,caus
1473,41,33,7,Poss,TransL,NCsl,ivs,base
1474,41,34,7,Poss,TransL,NCsl,ivs,base
1475,41,35,7,Poss,TransL,NCsl,base,base
1476,41,36,7,Poss,TransL,NCsl,base,base
1477,42,1,4,PhsH,TransH,Csl,ivs,caus
1478,42,2,4,PhsH,TransH,Csl,ivs,caus
1479,42,3,7,PhsH,TransH,Csl,base,caus
1480,42,4,7,PhsH,TransH,Csl,base,caus
1481,42,5,7,PhsH,TransH,Csl,ivs,base
1482,42,6,7,PhsH,TransH,Csl,ivs,base
1483,42,7,7,PhsH,TransH,Csl,base,base
1484,42,8,7,PhsH,TransH,Csl,base,base
1485,42,9,5,PhsL,TransL,Csl,ivs,caus
1486,42,10,4,PhsL,TransL,Csl,ivs,caus
1487,42,11,7,PhsL,TransL,Csl,base,caus
1488,42,12,7,PhsL,TransL,Csl,base,caus
1489,42,13,7,PhsL,TransL,Csl,ivs,base
1490,42,14,7,PhsL,TransL,Csl,ivs,base
1491,42,15,7,PhsL,TransL,Csl,base,base
1492,42,16,7,PhsL,TransL,Csl,base,base
1493,42,17,7,Aff,TransL,Csl,ivs,caus
1494,42,18,7,Aff,TransL,Csl,ivs,caus
1495,42,19,7,Aff,TransL,Csl,ivs,base
1496,42,20,7,Aff,TransL,Csl,ivs,base
1497,42,21,6,Loc,TransL,NCsl,ivs,caus
1498,42,22,7,Loc,TransL,NCsl,ivs,caus
1499,42,23,7,Loc,TransL,NCsl,base,caus
1500,42,24,7,Loc,TransL,NCsl,base,caus
1501,42,25,7,Loc,TransL,NCsl,ivs,base
1502,42,26,7,Loc,TransL,NCsl,ivs,base
1503,42,27,7,Loc,TransL,NCsl,base,base
1504,42,28,7,Loc,TransL,NCsl,base,base
1505,42,29,7,Poss,TransL,NCsl,ivs,caus
1506,42,30,6,Poss,TransL,NCsl,ivs,caus
1507,42,31,7,Poss,TransL,NCsl,base,caus
1508,42,32,7,Poss,TransL,NCsl,base,caus
1509,42,33,7,Poss,TransL,NCsl,ivs,base
1510,42,34,7,Poss,TransL,NCsl,ivs,base
1511,42,35,7,Poss,TransL,NCsl,base,base
1512,42,36,7,Poss,TransL,NCsl,base,base
1513,43,1,7,PhsH,TransH,Csl,ivs,caus
1514,43,2,7,PhsH,TransH,Csl,ivs,caus
1515,43,3,7,PhsH,TransH,Csl,base,caus
1516,43,4,7,PhsH,TransH,Csl,base,caus
1517,43,5,7,PhsH,TransH,Csl,ivs,base
1518,43,6,7,PhsH,TransH,Csl,ivs,base
1519,43,7,7,PhsH,TransH,Csl,base,base
1520,43,8,7,PhsH,TransH,Csl,base,base
1521,43,9,7,PhsL,TransL,Csl,ivs,caus
1522,43,10,7,PhsL,TransL,Csl,ivs,caus
1523,43,11,7,PhsL,TransL,Csl,base,caus
1524,43,12,7,PhsL,TransL,Csl,base,caus
1525,43,13,7,PhsL,TransL,Csl,ivs,base
1526,43,14,7,PhsL,TransL,Csl,ivs,base
1527,43,15,7,PhsL,TransL,Csl,base,base
1528,43,16,7,PhsL,TransL,Csl,base,base
1529,43,17,7,Aff,TransL,Csl,ivs,caus
1530,43,18,7,Aff,TransL,Csl,ivs,caus
1531,43,19,7,Aff,TransL,Csl,ivs,base
1532,43,20,7,Aff,TransL,Csl,ivs,base
1533,43,21,7,Loc,TransL,NCsl,ivs,caus
1534,43,22,7,Loc,TransL,NCsl,ivs,caus
1535,43,23,7,Loc,TransL,NCsl,base,caus
1536,43,24,7,Loc,TransL,NCsl,base,caus
1537,43,25,7,Loc,TransL,NCsl,ivs,base
1538,43,26,7,Loc,TransL,NCsl,ivs,base
1539,43,27,7,Loc,TransL,NCsl,base,base
1540,43,28,7,Loc,TransL,NCsl,base,base
1541,43,29,7,Poss,TransL,NCsl,ivs,caus
1542,43,30,7,Poss,TransL,NCsl,ivs,caus
1543,43,31,7,Poss,TransL,NCsl,base,caus
1544,43,32,7,Poss,TransL,NCsl,base,caus
1545,43,33,7,Poss,TransL,NCsl,ivs,base
1546,43,34,7,Poss,TransL,NCsl,ivs,base
1547,43,35,7,Poss,TransL,NCsl,base,base
1548,43,36,7,Poss,TransL,NCsl,base,base
1549,44,1,7,PhsH,TransH,Csl,ivs,caus
1550,44,2,7,PhsH,TransH,Csl,ivs,caus
1551,44,3,7,PhsH,TransH,Csl,base,caus
1552,44,4,7,PhsH,TransH,Csl,base,caus
1553,44,5,7,PhsH,TransH,Csl,ivs,base
1554,44,6,7,PhsH,TransH,Csl,ivs,base
1555,44,7,7,PhsH,TransH,Csl,base,base
1556,44,8,7,PhsH,TransH,Csl,base,base
1557,44,9,7,PhsL,TransL,Csl,ivs,caus
1558,44,10,7,PhsL,TransL,Csl,ivs,caus
1559,44,11,7,PhsL,TransL,Csl,base,caus
1560,44,12,7,PhsL,TransL,Csl,base,caus
1561,44,13,7,PhsL,TransL,Csl,ivs,base
1562,44,14,7,PhsL,TransL,Csl,ivs,base
1563,44,15,7,PhsL,TransL,Csl,base,base
1564,44,16,7,PhsL,TransL,Csl,base,base
1565,44,17,7,Aff,TransL,Csl,ivs,caus
1566,44,18,7,Aff,TransL,Csl,ivs,caus
1567,44,19,7,Aff,TransL,Csl,ivs,base
1568,44,20,7,Aff,TransL,Csl,ivs,base
1569,44,21,7,Loc,TransL,NCsl,ivs,caus
1570,44,22,7,Loc,TransL,NCsl,ivs,caus
1571,44,23,7,Loc,TransL,NCsl,base,caus
1572,44,24,7,Loc,TransL,NCsl,base,caus
1573,44,25,7,Loc,TransL,NCsl,ivs,base
1574,44,26,7,Loc,TransL,NCsl,ivs,base
1575,44,27,7,Loc,TransL,NCsl,base,base
1576,44,28,7,Loc,TransL,NCsl,base,base
1577,44,29,7,Poss,TransL,NCsl,ivs,caus
1578,44,30,7,Poss,TransL,NCsl,ivs,caus
1579,44,31,7,Poss,TransL,NCsl,base,caus
1580,44,32,7,Poss,TransL,NCsl,base,caus
1581,44,33,7,Poss,TransL,NCsl,ivs,base
1582,44,34,7,Poss,TransL,NCsl,ivs,base
1583,44,35,7,Poss,TransL,NCsl,base,base
1584,44,36,7,Poss,TransL,NCsl,base,base
1585,45,1,6,PhsH,TransH,Csl,ivs,caus
1586,45,2,6,PhsH,TransH,Csl,ivs,caus
1587,45,3,6,PhsH,TransH,Csl,base,caus
1588,45,4,6,PhsH,TransH,Csl,base,caus
1589,45,5,7,PhsH,TransH,Csl,ivs,base
1590,45,6,7,PhsH,TransH,Csl,ivs,base
1591,45,7,7,PhsH,TransH,Csl,base,base
1592,45,8,7,PhsH,TransH,Csl,base,base
1593,45,9,6,PhsL,TransL,Csl,ivs,caus
1594,45,10,6,PhsL,TransL,Csl,ivs,caus
1595,45,11,6,PhsL,TransL,Csl,base,caus
1596,45,12,4,PhsL,TransL,Csl,base,caus
1597,45,13,4,PhsL,TransL,Csl,ivs,base
1598,45,14,7,PhsL,TransL,Csl,ivs,base
1599,45,15,6,PhsL,TransL,Csl,base,base
1600,45,16,6,PhsL,TransL,Csl,base,base
1601,45,17,6,Aff,TransL,Csl,ivs,caus
1602,45,18,6,Aff,TransL,Csl,ivs,caus
1603,45,19,7,Aff,TransL,Csl,ivs,base
1604,45,20,7,Aff,TransL,Csl,ivs,base
1605,45,21,7,Loc,TransL,NCsl,ivs,caus
1606,45,22,6,Loc,TransL,NCsl,ivs,caus
1607,45,23,6,Loc,TransL,NCsl,base,caus
1608,45,24,7,Loc,TransL,NCsl,base,caus
1609,45,25,6,Loc,TransL,NCsl,ivs,base
1610,45,26,6,Loc,TransL,NCsl,ivs,base
1611,45,27,7,Loc,TransL,NCsl,base,base
1612,45,28,7,Loc,TransL,NCsl,base,base
1613,45,29,7,Poss,TransL,NCsl,ivs,caus
1614,45,30,6,Poss,TransL,NCsl,ivs,caus
1615,45,31,7,Poss,TransL,NCsl,base,caus
1616,45,32,7,Poss,TransL,NCsl,base,caus
1617,45,33,6,Poss,TransL,NCsl,ivs,base
1618,45,34,6,Poss,TransL,NCsl,ivs,base
1619,45,35,7,Poss,TransL,NCsl,base,base
1620,45,36,7,Poss,TransL,NCsl,base,base
1621,46,1,7,PhsH,TransH,Csl,ivs,caus
1622,46,2,7,PhsH,TransH,Csl,ivs,caus
1623,46,3,7,PhsH,TransH,Csl,base,caus
1624,46,4,7,PhsH,TransH,Csl,base,caus
1625,46,5,7,PhsH,TransH,Csl,ivs,base
1626,46,6,7,PhsH,TransH,Csl,ivs,base
1627,46,7,7,PhsH,TransH,Csl,base,base
1628,46,8,7,PhsH,TransH,Csl,base,base
1629,46,9,7,PhsL,TransL,Csl,ivs,caus
1630,46,10,7,PhsL,TransL,Csl,ivs,caus
1631,46,11,7,PhsL,TransL,Csl,base,caus
1632,46,12,7,PhsL,TransL,Csl,base,caus
1633,46,13,7,PhsL,TransL,Csl,ivs,base
1634,46,14,7,PhsL,TransL,Csl,ivs,base
1635,46,15,7,PhsL,TransL,Csl,base,base
1636,46,16,7,PhsL,TransL,Csl,base,base
1637,46,17,7,Aff,TransL,Csl,ivs,caus
1638,46,18,7,Aff,TransL,Csl,ivs,caus
1639,46,19,7,Aff,TransL,Csl,ivs,base
1640,46,20,6,Aff,TransL,Csl,ivs,base
1641,46,21,7,Loc,TransL,NCsl,ivs,caus
1642,46,22,7,Loc,TransL,NCsl,ivs,caus
1643,46,23,7,Loc,TransL,NCsl,base,caus
1644,46,24,7,Loc,TransL,NCsl,base,caus
1645,46,25,7,Loc,TransL,NCsl,ivs,base
1646,46,26,7,Loc,TransL,NCsl,ivs,base
1647,46,27,7,Loc,TransL,NCsl,base,base
1648,46,28,7,Loc,TransL,NCsl,base,base
1649,46,29,7,Poss,TransL,NCsl,ivs,caus
1650,46,30,7,Poss,TransL,NCsl,ivs,caus
1651,46,31,7,Poss,TransL,NCsl,base,caus
1652,46,32,7,Poss,TransL,NCsl,base,caus
1653,46,33,7,Poss,TransL,NCsl,ivs,base
1654,46,34,7,Poss,TransL,NCsl,ivs,base
1655,46,35,7,Poss,TransL,NCsl,base,base
1656,46,36,7,Poss,TransL,NCsl,base,base
1657,47,1,7,PhsH,TransH,Csl,ivs,caus
1658,47,2,7,PhsH,TransH,Csl,ivs,caus
1659,47,3,7,PhsH,TransH,Csl,base,caus
1660,47,4,7,PhsH,TransH,Csl,base,caus
1661,47,5,7,PhsH,TransH,Csl,ivs,base
1662,47,6,7,PhsH,TransH,Csl,ivs,base
1663,47,7,7,PhsH,TransH,Csl,base,base
1664,47,8,7,PhsH,TransH,Csl,base,base
1665,47,9,5,PhsL,TransL,Csl,ivs,caus
1666,47,10,6,PhsL,TransL,Csl,ivs,caus
1667,47,11,7,PhsL,TransL,Csl,base,caus
1668,47,12,7,PhsL,TransL,Csl,base,caus
1669,47,13,7,PhsL,TransL,Csl,ivs,base
1670,47,14,7,PhsL,TransL,Csl,ivs,base
1671,47,15,7,PhsL,TransL,Csl,base,base
1672,47,16,7,PhsL,TransL,Csl,base,base
1673,47,17,6,Aff,TransL,Csl,ivs,caus
1674,47,18,7,Aff,TransL,Csl,ivs,caus
1675,47,19,7,Aff,TransL,Csl,ivs,base
1676,47,20,7,Aff,TransL,Csl,ivs,base
1677,47,21,7,Loc,TransL,NCsl,ivs,caus
1678,47,22,7,Loc,TransL,NCsl,ivs,caus
1679,47,23,7,Loc,TransL,NCsl,base,caus
1680,47,24,7,Loc,TransL,NCsl,base,caus
1681,47,25,7,Loc,TransL,NCsl,ivs,base
1682,47,26,7,Loc,TransL,NCsl,ivs,base
1683,47,27,7,Loc,TransL,NCsl,base,base
1684,47,28,7,Loc,TransL,NCsl,base,base
1685,47,29,7,Poss,TransL,NCsl,ivs,caus
1686,47,30,7,Poss,TransL,NCsl,ivs,caus
1687,47,31,7,Poss,TransL,NCsl,base,caus
1688,47,32,7,Poss,TransL,NCsl,base,caus
1689,47,33,7,Poss,TransL,NCsl,ivs,base
1690,47,34,7,Poss,TransL,NCsl,ivs,base
1691,47,35,7,Poss,TransL,NCsl,base,base
1692,47,36,7,Poss,TransL,NCsl,base,base
1693,48,1,7,PhsH,TransH,Csl,ivs,caus
1694,48,2,5,PhsH,TransH,Csl,ivs,caus
1695,48,3,6,PhsH,TransH,Csl,base,caus
1696,48,4,4,PhsH,TransH,Csl,base,caus
1697,48,5,6,PhsH,TransH,Csl,ivs,base
1698,48,6,7,PhsH,TransH,Csl,ivs,base
1699,48,7,7,PhsH,TransH,Csl,base,base
1700,48,8,7,PhsH,TransH,Csl,base,base
1701,48,9,7,PhsL,TransL,Csl,ivs,caus
1702,48,10,5,PhsL,TransL,Csl,ivs,caus
1703,48,11,7,PhsL,TransL,Csl,base,caus
1704,48,12,6,PhsL,TransL,Csl,base,caus
1705,48,13,7,PhsL,TransL,Csl,ivs,base
1706,48,14,7,PhsL,TransL,Csl,ivs,base
1707,48,15,7,PhsL,TransL,Csl,base,base
1708,48,16,7,PhsL,TransL,Csl,base,base
1709,48,17,7,Aff,TransL,Csl,ivs,caus
1710,48,18,6,Aff,TransL,Csl,ivs,caus
1711,48,19,7,Aff,TransL,Csl,ivs,base
1712,48,20,7,Aff,TransL,Csl,ivs,base
1713,48,21,7,Loc,TransL,NCsl,ivs,caus
1714,48,22,7,Loc,TransL,NCsl,ivs,caus
1715,48,23,7,Loc,TransL,NCsl,base,caus
1716,48,24,7,Loc,TransL,NCsl,base,caus
1717,48,25,7,Loc,TransL,NCsl,ivs,base
1718,48,26,7,Loc,TransL,NCsl,ivs,base
1719,48,27,7,Loc,TransL,NCsl,base,base
1720,48,28,7,Loc,TransL,NCsl,base,base
1721,48,29,7,Poss,TransL,NCsl,ivs,caus
1722,48,30,7,Poss,TransL,NCsl,ivs,caus
1723,48,31,7,Poss,TransL,NCsl,base,caus
1724,48,32,7,Poss,TransL,NCsl,base,caus
1725,48,33,7,Poss,TransL,NCsl,ivs,base
1726,48,34,7,Poss,TransL,NCsl,ivs,base
1727,48,35,7,Poss,TransL,NCsl,base,base
1728,48,36,7,Poss,TransL,NCsl,base,base
1729,49,1,7,PhsH,TransH,Csl,ivs,caus
1730,49,2,4,PhsH,TransH,Csl,ivs,caus
1731,49,3,6,PhsH,TransH,Csl,base,caus
1732,49,4,2,PhsH,TransH,Csl,base,caus
1733,49,5,5,PhsH,TransH,Csl,ivs,base
1734,49,6,7,PhsH,TransH,Csl,ivs,base
1735,49,7,7,PhsH,TransH,Csl,base,base
1736,49,8,7,PhsH,TransH,Csl,base,base
1737,49,9,1,PhsL,TransL,Csl,ivs,caus
1738,49,10,2,PhsL,TransL,Csl,ivs,caus
1739,49,11,7,PhsL,TransL,Csl,base,caus
1740,49,12,5,PhsL,TransL,Csl,base,caus
1741,49,13,7,PhsL,TransL,Csl,ivs,base
1742,49,14,6,PhsL,TransL,Csl,ivs,base
